scaffold	start	end	mid	sites	lnL
chr18	13014713	13015205	13014973	50	-695.27172
chr18	13015209	13015665	13015457	50	-561.21013
chr18	13015670	13016538	13016212	50	-764.75639
chr18	13016539	13017362	13017036	50	-535.33830
chr18	13017369	13018130	13017771	50	-638.66670
chr18	13018132	13018793	13018464	50	-660.44915
chr18	13018798	13019213	13019005	50	-589.41873
chr18	13019230	13019821	13019564	50	-775.73803
chr18	13019836	13020645	13020245	50	-739.87493
chr18	13020646	13021039	13020869	50	-737.42158
chr18	13021059	13021739	13021546	50	-710.80036
chr18	13021775	13022666	13022273	50	-821.74292
chr18	13022705	13023118	13022863	50	-610.27040
chr18	13023119	13023504	13023300	50	-760.83449
chr18	13023678	13024515	13024261	50	-680.20292
chr18	13024521	13025231	13024882	50	-621.66733
chr18	13025242	13026260	13025793	50	-618.52502
chr18	13026267	13027290	13026810	50	-785.94638
chr18	13027293	13027771	13027526	50	-622.01363
chr18	13027772	13028372	13028149	50	-781.35443
chr18	13028373	13029628	13029229	50	-677.33600
chr18	13029636	13030500	13030075	50	-702.05061
chr18	13030503	13031036	13030768	50	-766.54495
chr18	13031040	13031740	13031413	50	-747.69030
chr18	13031755	13032171	13031967	50	-669.49623
chr18	13032186	13032539	13032357	50	-706.82801
chr18	13032570	13032991	13032792	50	-545.37152
chr18	13032997	13033495	13033179	50	-556.08578
chr18	13033523	13034192	13033924	50	-1107.79409
chr18	13034193	13034713	13034409	50	-550.00290
chr18	13034724	13035167	13034962	50	-622.08176
chr18	13035170	13035629	13035373	50	-649.67132
chr18	13035633	13036248	13035931	50	-768.51488
chr18	13036252	13037338	13036676	50	-946.80616
chr18	13037340	13037931	13037659	50	-900.74925
chr18	13037942	13038350	13038139	50	-562.90698
chr18	13038379	13038804	13038560	50	-579.25717
chr18	13038811	13039398	13039152	50	-636.92899
chr18	13039401	13039771	13039574	50	-550.22499
chr18	13039795	13040305	13040058	50	-783.98828
chr18	13040309	13042153	13040865	50	-498.65151
chr18	13042156	13043153	13042658	50	-662.98879
chr18	13043178	13043824	13043438	50	-589.60552
chr18	13043825	13044613	13044188	50	-996.17452
chr18	13044614	13045129	13044857	50	-584.93394
chr18	13045131	13045608	13045346	50	-533.35135
chr18	13045622	13046380	13046111	50	-529.56835
chr18	13046385	13046816	13046629	50	-777.90274
chr18	13046820	13047720	13047316	50	-721.56584
chr18	13047721	13048821	13048141	50	-637.52463
chr18	13048825	13049613	13049192	50	-579.05219
chr18	13049635	13050336	13050003	50	-741.79353
chr18	13050381	13050773	13050568	50	-603.42212
chr18	13050780	13051258	13051019	50	-670.56656
chr18	13051259	13051851	13051629	50	-789.54203
chr18	13051866	13052782	13052413	50	-853.51102
chr18	13052810	13053454	13053102	50	-477.56582
chr18	13053456	13054306	13053842	50	-583.85584
chr18	13054313	13055426	13054711	50	-668.96612
chr18	13055427	13056131	13055783	50	-859.65481
chr18	13056134	13056662	13056399	50	-588.13172
chr18	13056664	13057185	13056928	50	-431.58754
chr18	13057189	13057818	13057570	50	-615.91098
chr18	13057825	13058177	13058005	50	-591.34359
chr18	13058186	13058890	13058552	50	-598.79024
chr18	13058892	13059451	13059137	50	-788.83776
chr18	13059459	13060022	13059676	50	-541.19744
chr18	13060025	13060711	13060325	50	-497.80822
chr18	13060712	13061202	13060956	50	-675.59195
chr18	13061204	13061628	13061444	50	-667.86305
chr18	13061633	13062199	13061947	50	-574.43635
chr18	13062203	13063237	13062877	50	-838.04126
chr18	13063240	13063732	13063492	50	-646.17952
chr18	13063742	13064386	13064000	50	-616.21517
chr18	13064387	13064729	13064592	50	-417.98361
chr18	13064788	13065724	13065372	50	-804.62030
chr18	13065756	13066494	13066058	50	-529.06519
chr18	13066504	13067175	13066789	50	-585.57642
chr18	13067183	13067750	13067513	50	-685.45951
chr18	13067791	13068304	13068060	50	-816.63170
chr18	13068305	13068864	13068580	50	-725.23009
chr18	13068989	13069554	13069236	50	-966.73760
chr18	13069556	13070116	13069784	50	-595.48371
chr18	13070126	13070534	13070332	50	-834.25355
chr18	13070538	13071416	13070988	50	-983.48474
chr18	13071421	13072311	13071890	50	-932.04662
chr18	13072321	13072707	13072530	50	-685.60591
chr18	13072708	13073429	13073103	50	-664.95795
chr18	13073457	13073835	13073646	50	-548.65566
chr18	13073840	13074310	13074070	50	-652.99253
chr18	13074311	13074878	13074545	50	-733.35575
chr18	13074881	13075465	13075166	50	-545.76322
chr18	13075468	13076033	13075757	50	-660.32526
chr18	13076047	13076635	13076319	50	-837.50065
chr18	13076655	13077068	13076894	50	-1038.32873
chr18	13077077	13077679	13077382	50	-634.04924
chr18	13077710	13078058	13077924	50	-544.79276
chr18	13078067	13078369	13078219	50	-564.30311
chr18	13078381	13079069	13078670	50	-540.64870
chr18	13079088	13080170	13079563	50	-484.06282
chr18	13080179	13080723	13080421	50	-561.49286
chr18	13080749	13081190	13080982	50	-622.79163
chr18	13081209	13081717	13081429	50	-753.36019
chr18	13081776	13082464	13082081	50	-731.28543
chr18	13082486	13082926	13082749	50	-723.15036
chr18	13082928	13083247	13083087	50	-473.69675
chr18	13083251	13084003	13083472	50	-829.47578
chr18	13084012	13084334	13084152	50	-458.29165
chr18	13084344	13084777	13084555	50	-645.06203
chr18	13084780	13085837	13085487	50	-674.54135
chr18	13085841	13086197	13086035	50	-664.59446
chr18	13086198	13086598	13086362	50	-547.19187
chr18	13086643	13087326	13087013	50	-821.36087
chr18	13087330	13088145	13087666	50	-600.40888
chr18	13088148	13088533	13088355	50	-650.04710
chr18	13088534	13089255	13088750	50	-572.73233
chr18	13089260	13089944	13089568	50	-507.97972
chr18	13089945	13090549	13090179	50	-653.80792
chr18	13090556	13091485	13090998	50	-763.67742
chr18	13091486	13091978	13091759	50	-884.32754
chr18	13091979	13093114	13092415	50	-626.45809
chr18	13093117	13093500	13093314	50	-486.77282
chr18	13093524	13094009	13093759	50	-565.29076
chr18	13094011	13094697	13094291	50	-611.87079
chr18	13094709	13095192	13094904	50	-655.08497
chr18	13095209	13095948	13095502	50	-864.97701
chr18	13095959	13096780	13096395	50	-675.00986
chr18	13096793	13097263	13097026	50	-653.95423
chr18	13097316	13097858	13097606	50	-570.44160
chr18	13097862	13098390	13098146	50	-890.82951
chr18	13098416	13099155	13098725	50	-581.53265
chr18	13099165	13099521	13099382	50	-508.97003
chr18	13099533	13100203	13099903	50	-679.19701
chr18	13100204	13100920	13100637	50	-625.17923
chr18	13100925	13101568	13101326	50	-704.21885
chr18	13101569	13102062	13101734	50	-517.18737
chr18	13102073	13102756	13102446	50	-502.25636
chr18	13102769	13103669	13103325	50	-828.83827
chr18	13103702	13104053	13103892	50	-551.94114
chr18	13104076	13104824	13104392	50	-853.34290
chr18	13104826	13105794	13105435	50	-653.70767
chr18	13105804	13106400	13106140	50	-613.87082
chr18	13106405	13107402	13106822	50	-507.49003
chr18	13107410	13107954	13107679	50	-692.81494
chr18	13107984	13108529	13108280	50	-713.04211
chr18	13108571	13109436	13109164	50	-623.31683
chr18	13109448	13109899	13109649	50	-615.44732
chr18	13109908	13110334	13110091	50	-696.41644
chr18	13110336	13110964	13110607	50	-593.81567
chr18	13110965	13111366	13111163	50	-688.05093
chr18	13111376	13111923	13111617	50	-762.78712
chr18	13111924	13112514	13112234	50	-567.75275
chr18	13112517	13113032	13112784	50	-583.30756
chr18	13113053	13113650	13113425	50	-638.95362
chr18	13113665	13114163	13113954	50	-596.77821
chr18	13114167	13114743	13114461	50	-655.70596
chr18	13114770	13115179	13114958	50	-567.88259
chr18	13115181	13115822	13115459	50	-901.93376
chr18	13115859	13116419	13116085	50	-515.33436
chr18	13116420	13117083	13116774	50	-841.21406
chr18	13117096	13117870	13117594	50	-572.33873
chr18	13117875	13118220	13118043	50	-716.47771
chr18	13118230	13118672	13118503	50	-896.28067
chr18	13118686	13119781	13119128	50	-615.19387
chr18	13119790	13120309	13120080	50	-553.17428
chr18	13120311	13120882	13120601	50	-623.61930
chr18	13120885	13121875	13121413	50	-617.94067
chr18	13121893	13122306	13122087	50	-725.60842
chr18	13122308	13122735	13122508	50	-660.54454
chr18	13122747	13123289	13123021	50	-675.52168
chr18	13123306	13123738	13123536	50	-379.54908
chr18	13123836	13124335	13124054	50	-440.53691
chr18	13124336	13125159	13124745	50	-428.56627
chr18	13125162	13125676	13125452	50	-711.53593
chr18	13125689	13126067	13125890	50	-526.01340
chr18	13126072	13126614	13126348	50	-485.90376
chr18	13126622	13127219	13126932	50	-524.57694
chr18	13127241	13127998	13127699	50	-523.60927
chr18	13127999	13128528	13128304	50	-482.04874
chr18	13128532	13128921	13128694	50	-389.35253
chr18	13128929	13129584	13129253	50	-437.25018
chr18	13129586	13130073	13129840	50	-408.19326
chr18	13130085	13130816	13130521	50	-539.21973
chr18	13130828	13131437	13131165	50	-723.01485
chr18	13131440	13131978	13131752	50	-687.49034
chr18	13131983	13132456	13132182	50	-1061.26739
chr18	13132474	13133397	13132966	50	-568.72134
chr18	13133401	13133969	13133689	50	-671.41519
chr18	13133981	13134524	13134253	50	-871.82166
chr18	13134529	13135056	13134795	50	-1076.29647
chr18	13135065	13135635	13135362	50	-730.72454
chr18	13135648	13136286	13136018	50	-543.21584
chr18	13136293	13137075	13136707	50	-841.30734
chr18	13137077	13137560	13137369	50	-857.13641
chr18	13137581	13138103	13137919	50	-589.72053
chr18	13138110	13139054	13138542	50	-611.42393
chr18	13139083	13139909	13139530	50	-755.16979
chr18	13139923	13140962	13140249	50	-579.06788
chr18	13140965	13141525	13141298	50	-791.98154
chr18	13141558	13142432	13141958	50	-719.50363
chr18	13142442	13142732	13142602	50	-680.11720
chr18	13142736	13143222	13142981	50	-643.25590
chr18	13143223	13143702	13143469	50	-546.38783
chr18	13143708	13144329	13144023	50	-844.82508
chr18	13144336	13145034	13144640	50	-826.74259
chr18	13145037	13145602	13145346	50	-414.93837
chr18	13145614	13146184	13145876	50	-484.55834
chr18	13146190	13146793	13146499	50	-628.34744
chr18	13146801	13147695	13147380	50	-652.15353
chr18	13147697	13148246	13147957	50	-594.90614
chr18	13148250	13148798	13148535	50	-584.32350
chr18	13148801	13149404	13149098	50	-618.52056
chr18	13149407	13150591	13149851	50	-960.36927
chr18	13150600	13151274	13150940	50	-659.13681
chr18	13151314	13152806	13151911	50	-609.79678
chr18	13152807	13153398	13153091	50	-328.71584
chr18	13153406	13154079	13153729	50	-532.59774
chr18	13154092	13154521	13154284	50	-416.49761
chr18	13154522	13155429	13154929	50	-544.25162
chr18	13155508	13156218	13155848	50	-557.48342
chr18	13156245	13156951	13156602	50	-496.11767
chr18	13156952	13157404	13157177	50	-578.89167
chr18	13157419	13158118	13157785	50	-646.72259
chr18	13158121	13159091	13158695	50	-944.50010
chr18	13159317	13160586	13159963	50	-752.33224
chr18	13160589	13160939	13160748	50	-582.42968
chr18	13160940	13161495	13161222	50	-625.08632
chr18	13161503	13162571	13162171	50	-576.52561
chr18	13162572	13163269	13162849	50	-729.02054
chr18	13163316	13163845	13163595	50	-752.59605
chr18	13163847	13164977	13164183	50	-598.95450
chr18	13164982	13165534	13165210	50	-648.07692
chr18	13165536	13166008	13165790	50	-663.37326
chr18	13166018	13166973	13166570	50	-778.98562
chr18	13166975	13167638	13167283	50	-767.82684
chr18	13167642	13168337	13168033	50	-735.38629
chr18	13168342	13169634	13169021	50	-746.69738
chr18	13169635	13170197	13169877	50	-516.41577
chr18	13170204	13170635	13170445	50	-596.73716
chr18	13170636	13171530	13170906	50	-914.58309
chr18	13171534	13173156	13172413	50	-643.56868
chr18	13173158	13174411	13173846	50	-627.08926
chr18	13174425	13175085	13174790	50	-660.42738
chr18	13175088	13176074	13175717	50	-466.53655
chr18	13176091	13176775	13176356	50	-435.19604
chr18	13176781	13177558	13177217	50	-596.86471
chr18	13177569	13178248	13177865	50	-571.44225
chr18	13178250	13179334	13178830	50	-615.44410
chr18	13179340	13180572	13180145	50	-648.09646
chr18	13180573	13181637	13180971	50	-738.31715
chr18	13181647	13182261	13181896	50	-584.21710
chr18	13182266	13183013	13182589	50	-1091.11005
chr18	13183047	13184070	13183496	50	-786.12251
chr18	13184092	13185344	13184885	50	-894.98391
chr18	13185349	13186721	13185950	50	-687.08186
chr18	13186723	13187462	13187100	50	-663.21133
chr18	13187469	13187996	13187745	50	-536.41860
chr18	13188002	13188364	13188194	50	-422.23032
chr18	13188369	13189046	13188725	50	-504.65078
chr18	13189048	13189790	13189338	50	-379.07441
chr18	13189792	13190349	13190038	50	-479.03971
chr18	13190351	13191157	13190658	50	-605.11113
chr18	13191180	13191583	13191395	50	-724.50519
chr18	13191589	13192076	13191862	50	-451.25282
chr18	13192089	13192749	13192344	50	-482.61817
chr18	13192759	13193879	13193268	50	-641.18277
chr18	13193887	13194448	13194116	50	-698.45134
chr18	13194452	13195407	13195051	50	-552.05793
chr18	13195455	13196046	13195793	50	-773.74539
chr18	13196054	13196808	13196348	50	-559.16602
chr18	13196853	13197210	13197008	50	-578.84379
chr18	13197214	13198231	13197666	50	-731.12153
chr18	13198249	13198836	13198585	50	-647.44176
chr18	13198859	13199728	13199462	50	-739.05629
chr18	13199729	13200500	13199940	50	-797.43313
chr18	13200505	13201060	13200717	50	-684.82091
chr18	13201071	13201582	13201277	50	-832.43216
chr18	13201583	13202168	13201838	50	-671.79774
chr18	13202169	13202473	13202319	50	-490.34538
chr18	13202478	13203401	13202941	50	-506.35714
chr18	13203524	13204139	13203848	50	-693.10939
chr18	13204149	13204772	13204468	50	-695.66473
chr18	13204786	13205332	13205016	50	-536.80604
chr18	13205361	13205738	13205553	50	-580.75468
chr18	13205739	13206220	13205968	50	-513.04580
chr18	13206223	13206921	13206615	50	-844.96773
chr18	13206928	13207313	13207125	50	-472.71198
chr18	13207318	13207703	13207515	50	-366.34200
chr18	13207707	13208355	13208017	50	-689.96161
chr18	13208361	13208851	13208566	50	-475.62999
chr18	13208852	13209439	13209131	50	-474.25132
chr18	13209441	13210113	13209768	50	-817.17949
chr18	13210114	13210895	13210620	50	-503.86000
chr18	13210897	13211316	13211096	50	-695.11440
chr18	13211350	13212158	13211872	50	-571.62825
chr18	13212159	13212736	13212408	50	-844.08929
chr18	13212756	13213269	13213054	50	-653.47968
chr18	13213273	13214028	13213618	50	-855.07875
chr18	13214041	13214550	13214262	50	-780.18544
chr18	13214557	13214935	13214757	50	-586.71472
chr18	13214939	13215628	13215317	50	-762.14302
chr18	13215629	13216269	13215942	50	-519.15263
chr18	13216271	13217249	13216772	50	-787.74599
chr18	13217251	13222078	13220576	50	-647.53792
chr18	13222079	13222577	13222325	50	-599.99363
chr18	13222578	13222961	13222751	50	-536.23568
chr18	13222967	13223401	13223202	50	-558.50146
chr18	13223402	13223961	13223630	50	-483.10005
chr18	13223967	13224642	13224331	50	-527.96371
chr18	13224645	13225031	13224818	50	-400.93233
chr18	13225050	13225838	13225371	50	-731.20949
chr18	13225839	13226689	13226101	50	-655.08286
chr18	13226690	13227114	13226866	50	-701.15509
chr18	13227166	13227571	13227358	50	-480.41969
chr18	13227575	13228644	13228258	50	-622.17429
chr18	13228647	13229928	13229206	50	-699.58060
chr18	13229946	13230960	13230705	50	-690.98048
chr18	13230967	13231627	13231252	50	-772.46678
chr18	13231634	13232511	13232006	50	-657.34343
chr18	13232540	13233147	13232847	50	-684.01538
chr18	13233150	13233847	13233481	50	-826.49737
chr18	13233854	13234654	13234358	50	-662.34541
chr18	13234664	13235402	13235022	50	-746.86393
chr18	13235459	13235906	13235694	50	-760.84187
chr18	13235912	13236266	13236083	50	-635.94484
chr18	13236271	13236810	13236558	50	-553.99856
chr18	13236881	13237238	13237052	50	-502.12789
chr18	13237256	13237779	13237441	50	-567.79820
chr18	13237782	13238411	13238048	50	-1115.33478
chr18	13238419	13239179	13238797	50	-936.74401
chr18	13239184	13239719	13239496	50	-822.25950
chr18	13239720	13240168	13239954	50	-676.97108
chr18	13240169	13240462	13240321	50	-374.73381
chr18	13240487	13240901	13240703	50	-516.00619
chr18	13240923	13241775	13241410	50	-419.74968
chr18	13241786	13242510	13242194	50	-529.21476
chr18	13242519	13243025	13242788	50	-498.72844
chr18	13243026	13243629	13243300	50	-467.08502
chr18	13243634	13244717	13244139	50	-757.06511
chr18	13244720	13245356	13245040	50	-469.76705
chr18	13245376	13245825	13245597	50	-634.49904
chr18	13245829	13246479	13246101	50	-527.29931
chr18	13246497	13247800	13247477	50	-832.56655
chr18	13247812	13248216	13247970	50	-467.64895
chr18	13248222	13248815	13248475	50	-647.98984
chr18	13248830	13249475	13249148	50	-624.92454
chr18	13249478	13250350	13249888	50	-707.03258
chr18	13250377	13251655	13250908	50	-643.12524
chr18	13251658	13252876	13252234	50	-671.42810
chr18	13252886	13253698	13253302	50	-616.88627
chr18	13253817	13254581	13254170	50	-698.42137
chr18	13254594	13255393	13254866	50	-704.21712
chr18	13255402	13255739	13255557	50	-511.32494
chr18	13255822	13256520	13256155	50	-523.61868
chr18	13256532	13257521	13257186	50	-638.27076
chr18	13257523	13258347	13258003	50	-693.61145
chr18	13258348	13259036	13258623	50	-744.78515
chr18	13259049	13259551	13259264	50	-532.40633
chr18	13259557	13260412	13260064	50	-684.79759
chr18	13260413	13261149	13260769	50	-832.04452
chr18	13261150	13262402	13261918	50	-1052.46429
chr18	13262404	13262956	13262663	50	-846.29501
chr18	13262959	13263459	13263244	50	-777.37553
chr18	13263462	13263920	13263712	50	-679.89188
chr18	13263940	13264295	13264128	50	-690.36468
chr18	13264310	13264763	13264554	50	-511.12174
chr18	13264771	13265714	13265413	50	-925.36489
chr18	13265716	13266245	13265986	50	-672.59815
chr18	13266246	13266793	13266434	50	-694.22717
chr18	13266829	13272625	13271335	50	-806.08566
chr18	13272653	13273277	13272864	50	-765.49333
chr18	13273286	13273596	13273443	50	-596.95405
chr18	13273600	13274090	13273785	50	-392.96897
chr18	13274102	13274522	13274311	50	-493.63064
chr18	13274537	13275161	13274860	50	-866.03142
chr18	13275164	13275977	13275709	50	-594.51233
chr18	13275979	13276606	13276278	50	-645.38668
chr18	13276608	13277367	13277014	50	-750.76830
chr18	13277373	13278275	13277884	50	-929.04184
chr18	13278276	13278962	13278660	50	-671.31891
chr18	13278969	13279378	13279145	50	-424.55985
chr18	13279396	13279799	13279643	50	-668.03943
chr18	13279811	13280437	13280080	50	-557.32524
chr18	13280451	13281097	13280775	50	-502.61190
chr18	13281098	13281503	13281337	50	-462.95615
chr18	13281504	13281923	13281676	50	-600.74983
chr18	13281925	13282811	13282395	50	-586.84868
chr18	13282815	13283505	13283239	50	-705.60505
chr18	13283508	13284274	13283867	50	-568.50309
chr18	13284277	13284824	13284606	50	-586.47136
chr18	13284825	13285238	13284992	50	-670.62040
chr18	13285241	13285917	13285550	50	-718.47780
chr18	13285923	13286746	13286336	50	-728.29453
chr18	13286748	13287490	13287064	50	-433.06509
chr18	13287500	13288243	13287927	50	-794.48825
chr18	13288251	13288578	13288419	50	-575.22888
chr18	13288579	13289820	13289137	50	-1416.08611
chr18	13289827	13290806	13290273	50	-871.75730
chr18	13290807	13291364	13291074	50	-852.94113
chr18	13291367	13292158	13291811	50	-729.20999
chr18	13292159	13292783	13292484	50	-690.47772
chr18	13292798	13293928	13293305	50	-536.55723
chr18	13293943	13294726	13294395	50	-839.29137
chr18	13294729	13295356	13295002	50	-488.81529
chr18	13295357	13295663	13295496	50	-460.33386
chr18	13295672	13296247	13295982	50	-411.40726
chr18	13296260	13296646	13296444	50	-459.85781
chr18	13296650	13297527	13297020	50	-455.65335
chr18	13297556	13298212	13297929	50	-506.67000
chr18	13298218	13299142	13298605	50	-426.86453
chr18	13299148	13299662	13299425	50	-309.73629
chr18	13299669	13300217	13299958	50	-455.67244
chr18	13300270	13300787	13300542	50	-391.50963
chr18	13300815	13301211	13301016	50	-408.21997
chr18	13301218	13301731	13301480	50	-447.27532
chr18	13301742	13302546	13302113	50	-433.72637
chr18	13302573	13303114	13302889	50	-572.70046
chr18	13303118	13303999	13303472	50	-466.10183
chr18	13304022	13304669	13304389	50	-421.15612
chr18	13304675	13306096	13305341	50	-407.75880
chr18	13306108	13307065	13306623	50	-417.22269
chr18	13307074	13307678	13307446	50	-442.40308
chr18	13307684	13308388	13307949	50	-444.46324
chr18	13308396	13310005	13309165	50	-587.60920
chr18	13310007	13310680	13310331	50	-564.81438
chr18	13310713	13311733	13311214	50	-533.60778
chr18	13311736	13312394	13312072	50	-567.39480
chr18	13312402	13313518	13312838	50	-695.78284
chr18	13313522	13314167	13313829	50	-533.75399
chr18	13314183	13314737	13314446	50	-587.27780
chr18	13314738	13315392	13315027	50	-518.32925
chr18	13315393	13316267	13315727	50	-592.35409
chr18	13316288	13317953	13317280	50	-854.61074
chr18	13317968	13318527	13318226	50	-650.52644
chr18	13318533	13319059	13318789	50	-678.77012
chr18	13319070	13319689	13319337	50	-603.44433
chr18	13319747	13320708	13320280	50	-658.76801
chr18	13320721	13321402	13320963	50	-507.86473
chr18	13321403	13322221	13321908	50	-607.13170
chr18	13322256	13322757	13322515	50	-621.43958
chr18	13322762	13323652	13323325	50	-518.45381
chr18	13323656	13324242	13323954	50	-712.67501
chr18	13324260	13324804	13324538	50	-606.47795
chr18	13324809	13325685	13325383	50	-470.36195
chr18	13325700	13326224	13325964	50	-555.89858
chr18	13326234	13326993	13326657	50	-456.91212
chr18	13326994	13327687	13327373	50	-632.85533
chr18	13327688	13329254	13328140	50	-621.04605
chr18	13329273	13330457	13329852	50	-790.02317
chr18	13330460	13331013	13330695	50	-961.20628
chr18	13331028	13331515	13331286	50	-813.40954
chr18	13331521	13332064	13331838	50	-664.11596
chr18	13332066	13332746	13332454	50	-909.40288
chr18	13332768	13333895	13333493	50	-715.84530
chr18	13333901	13334450	13334169	50	-801.88097
chr18	13334451	13335086	13334765	50	-1093.67994
chr18	13335091	13335953	13335570	50	-1093.22752
chr18	13335977	13337384	13336354	50	-749.68680
chr18	13337388	13337793	13337607	50	-586.55388
chr18	13337795	13338169	13338011	50	-737.88160
chr18	13338178	13339669	13338828	50	-726.67519
chr18	13339681	13341032	13340363	50	-549.48724
chr18	13341040	13341685	13341406	50	-644.91275
chr18	13341687	13342252	13341911	50	-372.89361
chr18	13342259	13342733	13342534	50	-607.61148
chr18	13342734	13343164	13342932	50	-478.29062
chr18	13343169	13346068	13344363	50	-511.98144
chr18	13346105	13346790	13346410	50	-467.68528
chr18	13346800	13347651	13347307	50	-450.73569
chr18	13347652	13348787	13348153	50	-413.96601
chr18	13348817	13349552	13349246	50	-650.03452
chr18	13349564	13349975	13349760	50	-463.11773
chr18	13349985	13350876	13350374	50	-663.66787
chr18	13350882	13352035	13351557	50	-606.04424
chr18	13352037	13352783	13352257	50	-604.49603
chr18	13352789	13353330	13353030	50	-455.00423
chr18	13353331	13354078	13353652	50	-768.70368
chr18	13354081	13355045	13354562	50	-836.54313
chr18	13355051	13355625	13355291	50	-548.09755
chr18	13355627	13356048	13355831	50	-955.91139
chr18	13356051	13356759	13356459	50	-609.61942
chr18	13356771	13357237	13356965	50	-585.80666
chr18	13357243	13359042	13358297	50	-740.65766
chr18	13359048	13359633	13359349	50	-570.24781
chr18	13359651	13360579	13360098	50	-497.47584
chr18	13360583	13361315	13361052	50	-722.09859
chr18	13361395	13362023	13361709	50	-829.61322
chr18	13362030	13362868	13362495	50	-736.86895
chr18	13362913	13363883	13363308	50	-822.49205
chr18	13363918	13364644	13364237	50	-597.30945
chr18	13364650	13365204	13364964	50	-653.25905
chr18	13365206	13366531	13365651	50	-694.58847
chr18	13366534	13366902	13366681	50	-453.86300
chr18	13366906	13367646	13367252	50	-628.21007
chr18	13367654	13368428	13367917	50	-539.97724
chr18	13368437	13369016	13368705	50	-423.51102
chr18	13369019	13369983	13369454	50	-987.97058
chr18	13369996	13370648	13370383	50	-526.13913
chr18	13370656	13371105	13370861	50	-541.67342
chr18	13371111	13371586	13371339	50	-499.42311
chr18	13371588	13372279	13371901	50	-699.25091
chr18	13372297	13372941	13372565	50	-743.30662
chr18	13372945	13373387	13373221	50	-522.84579
chr18	13373404	13374539	13373999	50	-424.41210
chr18	13374556	13375145	13374910	50	-706.52779
chr18	13375146	13376014	13375523	50	-852.61595
chr18	13376015	13376447	13376231	50	-615.48326
chr18	13376452	13377521	13376921	50	-983.67848
chr18	13377604	13377987	13377813	50	-681.33213
chr18	13377995	13378582	13378287	50	-763.65864
chr18	13378585	13379381	13379023	50	-616.56427
chr18	13379383	13379935	13379638	50	-955.88517
chr18	13379936	13380912	13380244	50	-537.33579
chr18	13380917	13381396	13381174	50	-541.79786
chr18	13381398	13382004	13381647	50	-531.14054
chr18	13382007	13382607	13382328	50	-577.05244
chr18	13382609	13383161	13382878	50	-454.35552
chr18	13383165	13383881	13383529	50	-629.71868
chr18	13383893	13384865	13384493	50	-568.42166
chr18	13384894	13385390	13385122	50	-633.45652
chr18	13385405	13385937	13385690	50	-427.27839
chr18	13385939	13386592	13386270	50	-683.92212
chr18	13386605	13387088	13386826	50	-541.92956
chr18	13387119	13387728	13387422	50	-814.11089
chr18	13387741	13389054	13388202	50	-710.46662
chr18	13389061	13389546	13389305	50	-649.61574
chr18	13389548	13390149	13389792	50	-500.76507
chr18	13390155	13390795	13390487	50	-577.85469
chr18	13390893	13391816	13391410	50	-608.38800
chr18	13391818	13392216	13392014	50	-418.00644
chr18	13392219	13392833	13392542	50	-490.69029
chr18	13392841	13393306	13393026	50	-487.93364
chr18	13393309	13393809	13393558	50	-392.70165
chr18	13393813	13394158	13393986	50	-606.85528
chr18	13394161	13394576	13394360	50	-494.01807
chr18	13394652	13395039	13394849	50	-998.95657
chr18	13395044	13395997	13395460	50	-569.90218
chr18	13395998	13396787	13396359	50	-788.11407
chr18	13396788	13397315	13397095	50	-398.96821
chr18	13397318	13397719	13397516	50	-531.50173
chr18	13397724	13398313	13397955	50	-534.58759
chr18	13398317	13398990	13398682	50	-665.74581
chr18	13399041	13399639	13399369	50	-640.00636
chr18	13399673	13400379	13400008	50	-528.94857
chr18	13400397	13400869	13400615	50	-591.06252
chr18	13400878	13401271	13401056	50	-675.14026
chr18	13401277	13402449	13401897	50	-790.49311
chr18	13402661	13403490	13403128	50	-714.33627
chr18	13403492	13404002	13403715	50	-420.60132
chr18	13404004	13404682	13404271	50	-535.41181
chr18	13404687	13405244	13404928	50	-878.03614
chr18	13405253	13406225	13405862	50	-740.76828
chr18	13406233	13406796	13406522	50	-505.37983
chr18	13406814	13407244	13407011	50	-592.16955
chr18	13407248	13407777	13407544	50	-500.97275
chr18	13407781	13408399	13408052	50	-724.77769
chr18	13408442	13408918	13408618	50	-572.25584
chr18	13408921	13409546	13409221	50	-619.59995
chr18	13409547	13410149	13409822	50	-382.48910
chr18	13410152	13410584	13410352	50	-516.23804
chr18	13410587	13411077	13410856	50	-769.05056
chr18	13411078	13411704	13411348	50	-865.45214
chr18	13411709	13412275	13411966	50	-511.36477
chr18	13412292	13412802	13412543	50	-517.95633
chr18	13412803	13413954	13413322	50	-555.11006
chr18	13413956	13414514	13414215	50	-589.45176
chr18	13414515	13415180	13414823	50	-757.06777
chr18	13415241	13415758	13415531	50	-705.60142
chr18	13415770	13416223	13416027	50	-528.41117
chr18	13416225	13416763	13416506	50	-560.04000
chr18	13416766	13417535	13417192	50	-735.17458
chr18	13417536	13418125	13417885	50	-577.22008
chr18	13418127	13418504	13418345	50	-474.19896
chr18	13418513	13419079	13418803	50	-501.03138
chr18	13419094	13419917	13419389	50	-810.93354
chr18	13419918	13420518	13420230	50	-640.29995
chr18	13420519	13421057	13420827	50	-467.31910
chr18	13421067	13421881	13421440	50	-931.17587
chr18	13421884	13422324	13422142	50	-429.83759
chr18	13422326	13422843	13422549	50	-652.45407
chr18	13422862	13423272	13423089	50	-773.78109
chr18	13423273	13423786	13423570	50	-638.19351
